1	IGNOTA aeternae ne sint tibi tempora Romae,
2	regibus et patrum ducta sub imperiis,
3	digessi fastos et nomina praepetis aevi,
4	sparsa iacent Latiam si qua per historiam,
5	sit tuus hic fructus, vigilatas accipe noctes: 
6	obsequitur studio nostra lucerna tuo.
7	tu quoque venturos per longum censere Ianos,
8	ut mea digessit pagina praeteritos.
9	exemplum iam patris habes, ut protinus 3 et te
10	adgreget Ausoniis purpura consulibus. 
11	NOSTRUM 
12	ANNIS undecies centum coniunge quaternos,
13	undecies unumque super trieterida necte.
14	haec erit aeternae series ab origine Romae.
15	HACTENUS adscripsi fastos, si sors volet, ultra
16	adiciam: si non, qui legis, adicies,
17	scire cupis, qui sim? titulum, qui quartus ab imo est,
18	quaere: leges nomen consulis Ausonii.
19	urbis ab aeternae deductam rege Quirino
20	annorum seriem cum, Procule, accipies,
21	mille annos centumque et bis fluxisse novenos
22	consulis Ausonii nomen ad usque leges,
23	fors erit, ut, lustrum cum se cumulaverit istis, 
24	confectam Proculus signet Olympiadam.
