1	Sancta salutiferi redeunt sollemnia Christi
2	et devota pii celebrant ieiunia mystae.
3	at nos aeternum cohibentes pectore cultum
4	intemeratorum vim continuamus honorum.
5	annua cura sacris, iugis reverentia nobis. 
6	Magne pater rerum, cui terra et pontus et aer
7	Tartaraque et picti servit plaga lactea caeli,
8	noxia quem scelerum plebis tremit almaque russum
9	concelebrat votis animarum turba piarum:
10	tu brevis hunc aevi cursum celeremque caducae 
11	finem animae donas aeternae munere vitae.1
12	tu mites legum monitus sacrosque prophetas
13	humano impertis generi servasque nepotes,
14	deceptum miseratus Adam, quem capta venenis
15	implicuit socium blandis erroribus Aevva. 2 
16	tu verbum, pater alme, tuum, natumque deumque,
17	concedis terris totum similemque paremque,
18	ex vero verum vivaque ab origine vivum,
19	ille tuis doctus monitis hoc addidit unum,
20	ut, super aequoreas nabat qui spiritus undas,3 
21	pigra inmortali vegetaret membra lavacro,
22	trina fides auctore uno, spes certa salutis
22b	da veniam et praesta speratae munera vitae
23	hunc numerum iunctis virtutibus amplectenti.
24	Tale et terrenis specimen spectatur in oris
25	Augustus genitor, geminum sator Augustorum, 
26	qui fratrem natumque pio conplexus utrumque
27	numine partitur regnum neque dividit unum,
28	omnia solus habens atque omnia dilargitus.
29	hos igitur nobis trina pietate vigentes,
30	rectores terrae placidos caelique ministros, 
31	Christe, aput aeternum placabilis adsere patrem.
