1	Spes, deus, aeternae stationis conciliator:
2	si castis precibus veniales invigilamus,
3	his, pater, oratis placabilis adstipulare.
4	Da, Christe, specimen cognoscier inreprehensum,
5	rex bone, cultorum famulantum vivificator. 
6	cum patre maiestas altissima, non generate. 
7	Da trinum columen paraclito consociante,
8	ut longum celebris devotio continuetur:
9	ad temet properant vigilatum convenienter.
10	Nox lucem revehet funalibus anteferendam, 
11	nox lumen pariens credentibus indubitatum,
12	nox flammis operum meditatrix sidereorum.
13	Tu mensis dirimis ieiunia relligiosa,
14	tu bona promittens surgentia concelebraris:
15	da, rector, modicos effarier omnipotentem. 
16	Fons tuus emundat recreatu iustificatos,
17	dans mentem oblitam positorum flagitiorum,
18	dans agnos niveos splendescere purificatos.
21	Lux verbo inducta, peccantibus auxiliatrix,
19	ut nova Iordanis ablutio, sanctificavit,
20	cum sua dignati tinguentia promeruerunt. 
22	Et Christus regimen elementis inrequietis
23	fert undam medici baptismatis intemerati,
24	ut noxam auferret mortalibus extenuatam.
25	Crux poenae extremum properata inmaculato, 
26	ut vitam amissam renovaret mortificatus,
28	tot rerum titulis obnoxius immodicarum.
27	Quis digne domino praeconia continuabit?
29	an terra humano locupletat commemoratu,
30	quem vocum resonant modulatus angelicarum?
31	Dans aulam Stephano pretiosam dilapidato,
32	dans claves superas cathedrali incohatori,
33	quin Paulum infestum copulasti adglomeratu.
34	Fit doctor populi lapidantum constimulator,
35	ut latro confessor paradisum participavit, 
36	sic, credo, adnectens dirissima clarificandis.
37	Nos seros famulos adcrescere perpetieris
38	sub tali edoctos antistite relligionis; 
39	da sensum solida stabilitum credulitate.
40	Fac iungar numero redivivo glorificatus, 
41	ad- caelum invitans consortia terrigenarum,
42	SPES, DEUS, AETERNAE STATIONIS CONCILIATOR!
